ID       T PRJ PIPELINE        CAMPAIGN       RUN                         BLOCK                          SUBBLOCK        STAT (H/P/R/T)    OPERATOR SUBMITSITE RUNSITE                       
==========================================================================================================================================================================
2025579    DEC finalcut        Y5A1_taiga     D00923014_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025585    DEC finalcut        Y5A1_taiga     D00923015_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025591    DEC finalcut        Y5A1_taiga     D00923017_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025597    DEC finalcut        Y5A1_taiga     D00923019_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025603    DEC finalcut        Y5A1_taiga     D00923025_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025607    DEC finalcut        Y5A1_taiga     D00923026_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025609    DEC finalcut        Y5A1_taiga     D00923027_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025611    DEC finalcut        Y5A1_taiga     D00923029_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025616    DEC finalcut        Y5A1_taiga     D00923030_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025629    DEC finalcut        Y5A1_taiga     D00923031_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025633    DEC finalcut        Y5A1_taiga     D00923032_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025641    DEC finalcut        Y5A1_taiga     D00923033_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025651    DEC finalcut        Y5A1_taiga     D00923034_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025658    DEC finalcut        Y5A1_taiga     D00923035_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025664    DEC finalcut        Y5A1_taiga     D00923036_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025669    DEC finalcut        Y5A1_taiga     D00923037_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025676    DEC finalcut        Y5A1_taiga     D00923038_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025682    DEC finalcut        Y5A1_taiga     D00923039_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025688    DEC finalcut        Y5A1_taiga     D00923040_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025695    DEC finalcut        Y5A1_taiga     D00923041_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025701    DEC finalcut        Y5A1_taiga     D00923042_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025707    DEC finalcut        Y5A1_taiga     D00923043_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025713    DEC finalcut        Y5A1_taiga     D00923044_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025719    DEC finalcut        Y5A1_taiga     D00923045_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025725    DEC finalcut        Y5A1_taiga     D00923047_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025731    DEC finalcut        Y5A1_taiga     D00923048_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025736    DEC finalcut        Y5A1_taiga     D00923049_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025743    DEC finalcut        Y5A1_taiga     D00923051_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
2025749    DEC finalcut        Y5A1_taiga     D00923053_r5846p01          se                             0001            RUN               madamow  decasub    descampuscluster
